language,agent,model,effort,run_uid,generation_eval,original_passed,original_total,original_percent,regraded_passed,regraded_total,regraded_percent,record
rs,claude-code,claude-sonnet-4-6,max,a4d4c200-5d7b-4c30-a9ed-2c6c61028b7e,3.1.11,427,546,78.2051,431,555,77.6577,rs-claude-code-claude-sonnet-4-6_max-run3.json
rs,claude-code,claude-sonnet-4-6,max,a6310834-34bc-4eed-ae52-242c8c55cf1e,3.1.11,388,546,71.0623,354,555,63.7838,rs-claude-code-claude-sonnet-4-6_max-run2.json
rs,codex-cli,gpt-5.2,medium,73e263eb-f497-4b23-b56d-df67ffe7fe89,3.1.11,343,546,62.8205,352,555,63.4234,rs-codex-cli-gpt-5.2_medium-run1.json
rs,codex-cli,gpt-5.2,medium,c2f44a92-ffcb-4eab-b7e7-25270978d05c,3.1.11,312,546,57.1429,282,555,50.8108,rs-codex-cli-gpt-5.2_medium-run3.json
rs,codex-cli,gpt-5.2,medium,c71cb91a-4540-4cda-a44f-adccaa1766e5,3.1.11,448,546,82.0513,474,555,85.4054,rs-codex-cli-gpt-5.2_medium-run2.json
rs,codex-cli,gpt-5.2,xhigh,803eb6c6-366c-461e-b9cc-4d9b089249dd,3.1.11,271,546,49.6337,515,555,92.7928,rs-codex-cli-gpt-5.2_xhigh-run3.json
rs,codex-cli,gpt-5.2,xhigh,ec63f79f-031a-4bf5-b25b-cac77334b9d4,3.1.11,482,546,88.2784,525,555,94.5946,rs-codex-cli-gpt-5.2_xhigh-run2.json
rs,codex-cli,gpt-5.2,xhigh,fd8a3a11-7846-4c6d-8da6-a116574d7db9,3.1.11,260,546,47.619,496,555,89.3694,rs-codex-cli-gpt-5.2_xhigh-run1.json
rs,codex-cli,gpt-5.3-codex,medium,24d3a1ee-c67e-4727-9a16-60e8d9258ae3,3.1.11,258,546,47.2527,183,555,32.973,rs-codex-cli-gpt-5.3-codex_medium-run1.json
rs,codex-cli,gpt-5.3-codex,medium,a1752416-9e44-4601-a362-47aa2407e5c6,3.1.11,262,546,47.9853,280,555,50.4505,rs-codex-cli-gpt-5.3-codex_medium-run2.json
rs,codex-cli,gpt-5.3-codex,medium,ff270d81-6193-4301-b04f-f4b0a4dba72f,3.1.11,261,546,47.8022,184,555,33.1532,rs-codex-cli-gpt-5.3-codex_medium-run3.json
rs,codex-cli,gpt-5.3-codex,xhigh,aa076ba3-1161-4dd7-bb26-1db429838f80,3.1.11,228,546,41.7582,266,555,47.9279,rs-codex-cli-gpt-5.3-codex_xhigh-run3.json
rs,codex-cli,gpt-5.3-codex,xhigh,f2aa626d-8a2f-4172-96af-1b358b8c7584,3.1.11,204,546,37.3626,435,555,78.3784,rs-codex-cli-gpt-5.3-codex_xhigh-run1.json
rs,codex-cli,gpt-5.3-codex,xhigh,fd471ae3-f2d1-4572-8201-aec3da57a73c,3.1.11,474,546,86.8132,494,555,89.009,rs-codex-cli-gpt-5.3-codex_xhigh-run2.json
rs,codex-cli,gpt-5.4,medium,514651d2-a7d8-4273-b5c1-2d73edc92620,3.1.11,398,546,72.8938,413,555,74.4144,rs-codex-cli-gpt-5.4_medium-run3.json
rs,codex-cli,gpt-5.4,medium,740ef658-5b20-4f4f-a808-cdb2492c7a7b,3.1.11,203,546,37.1795,409,555,73.6937,rs-codex-cli-gpt-5.4_medium-run2.json
rs,codex-cli,gpt-5.4,medium,a5c17172-bade-4b0a-8eb1-3911c4c1da5b,3.1.11,299,546,54.7619,301,555,54.2342,rs-codex-cli-gpt-5.4_medium-run1.json
rs,codex-cli,gpt-5.4,xhigh,59e7a0f2-ef2a-41c3-aa47-98da4fffb065,3.1.11,321,546,58.7912,334,555,60.1802,rs-codex-cli-gpt-5.4_xhigh-run1.json
rs,codex-cli,gpt-5.4,xhigh,5dd1ddbd-9e4a-470c-9520-8e1f91baea92,3.1.11,466,546,85.348,487,555,87.7477,rs-codex-cli-gpt-5.4_xhigh-run2.json
rs,codex-cli,gpt-5.4,xhigh,82ff64e0-4c2f-4b7d-8d11-5f7d7be30278,3.1.11,447,546,81.8681,482,555,86.8468,rs-codex-cli-gpt-5.4_xhigh-run3.json
rs,codex-cli,gpt-5.4-mini,xhigh,6f78c8bf-1274-4e04-87e4-16342c4591f7,3.1.11,432,546,79.1209,461,555,83.0631,rs-codex-cli-gpt-5.4-mini_xhigh-run3.json
rs,codex-cli,gpt-5.4-mini,xhigh,7ae99856-dcbc-4d01-9f83-ea2418d216f4,3.1.11,389,546,71.2454,417,555,75.1351,rs-codex-cli-gpt-5.4-mini_xhigh-run1.json
rs,codex-cli,gpt-5.4-mini,xhigh,f12cfb6f-7bdb-440b-94fa-ff6ecee8eaca,3.1.11,256,546,46.8864,454,555,81.8018,rs-codex-cli-gpt-5.4-mini_xhigh-run2.json
rs,codex-cli,gpt-5.5,medium,602ae744-0682-4d0b-b84f-fb6535a4a0a6,3.1.11,447,546,81.8681,392,555,70.6306,rs-codex-cli-gpt-5.5_medium-run1.json
rs,codex-cli,gpt-5.5,medium,9fb64aad-5a2c-4260-a4dd-128e18eac1f9,3.1.11,456,546,83.5165,483,555,87.027,rs-codex-cli-gpt-5.5_medium-run2.json
rs,codex-cli,gpt-5.5,medium,eb40c050-114b-496f-b111-4394ea92629a,3.1.11,400,546,73.2601,401,555,72.2523,rs-codex-cli-gpt-5.5_medium-run3.json
rs,codex-cli,gpt-5.5,xhigh,0bdf395a-5de1-40a7-9896-1ffcfa2ed2db,3.1.11,496,546,90.8425,187,555,33.6937,rs-codex-cli-gpt-5.5_xhigh-run3.json
rs,codex-cli,gpt-5.5,xhigh,0d6ea734-cd8f-4234-b4de-26ad5e172fd7,3.1.11,478,546,87.5458,500,555,90.0901,rs-codex-cli-gpt-5.5_xhigh-run2.json
rs,codex-cli,gpt-5.5,xhigh,32977ba9-9966-46cb-8730-804f5311811b,3.1.11,473,546,86.63,500,555,90.0901,rs-codex-cli-gpt-5.5_xhigh-run1.json
rs,gemini-cli,gemini-3-flash-preview,default,09e5bad6-69cc-4c62-b44f-b110a4de72a6,3.1.11,11,546,2.0147,2,555,0.3604,rs-gemini-cli-gemini-3-flash-preview_default-run3.json
rs,gemini-cli,gemini-3-flash-preview,default,95d65007-a757-4007-8268-b11210f82a81,3.1.11,246,546,45.0549,186,555,33.5135,rs-gemini-cli-gemini-3-flash-preview_default-run1.json
rs,gemini-cli,gemini-3-flash-preview,default,ca9bc24c-c1e1-4303-8712-265450a28c45,3.1.11,219,546,40.1099,225,555,40.5405,rs-gemini-cli-gemini-3-flash-preview_default-run2.json
rs,gemini-cli,gemini-3.1-pro-preview,default,2c2fefff-be4a-4047-aff0-df042923234b,3.1.11,97,546,17.7656,96,555,17.2973,rs-gemini-cli-gemini-3.1-pro-preview_default-run2.json
rs,gemini-cli,gemini-3.1-pro-preview,default,c45f3ddc-112d-464f-8313-43f60e2d3930,3.1.11,192,546,35.1648,183,555,32.973,rs-gemini-cli-gemini-3.1-pro-preview_default-run3.json
rs,gemini-cli,gemini-3.1-pro-preview,default,ebe30739-76de-47da-89de-2bef303d6283,3.1.11,95,546,17.3993,91,555,16.3964,rs-gemini-cli-gemini-3.1-pro-preview_default-run1.json
