language,agent,model,effort,run_uid,generation_eval,original_passed,original_total,original_percent,regraded_passed,regraded_total,regraded_percent,record
cpp,claude-code,claude-opus-4-5-20251101,max,d794e54a-7869-4350-a271-12ad5cc33afb,3.1.11,14,546,2.5641,1,555,0.1802,cpp-claude-code-claude-opus-4-5-20251101_max-run1.json
cpp,claude-code,claude-opus-4-5-20251101,max,e4f7dcb5-6c84-40b0-a038-b2eba8a76987,3.1.11,216,546,39.5604,220,555,39.6396,cpp-claude-code-claude-opus-4-5-20251101_max-run2.json
cpp,claude-code,claude-opus-4-6,max,1c352729-0be9-454c-8ab0-e5040d460e00,3.1.11,320,546,58.6081,343,555,61.8018,cpp-claude-code-claude-opus-4-6_max-run2.json
cpp,claude-code,claude-opus-4-6,max,48f22111-b89b-44fa-8675-094c06d02a39,3.1.11,410,546,75.0916,422,555,76.036,cpp-claude-code-claude-opus-4-6_max-run1.json
cpp,claude-code,claude-opus-4-6,max,ceb1394a-3d77-4858-87ed-4424b3d06544,3.1.11,288,546,52.7473,428,555,77.1171,cpp-claude-code-claude-opus-4-6_max-run3.json
cpp,claude-code,claude-opus-4-7,max,0996ea67-f548-492d-a600-306d0576b300,3.1.11,485,546,88.8278,497,555,89.5495,cpp-claude-code-claude-opus-4-7_max-run1.json
cpp,claude-code,claude-opus-4-7,max,5e644a47-cffc-4e70-93cc-375a7907a670,3.1.11,428,546,78.3883,453,555,81.6216,cpp-claude-code-claude-opus-4-7_max-run3.json
cpp,claude-code,claude-opus-4-7,max,d70be399-1a96-486e-b9e8-805770040d16,3.1.11,475,546,86.9963,498,555,89.7297,cpp-claude-code-claude-opus-4-7_max-run2.json
cpp,claude-code,claude-opus-4-8,max,208ed1fb-9a0d-4329-b60c-234f2b4892ab,3.1.11,434,546,79.4872,457,555,82.3423,cpp-claude-code-claude-opus-4-8_max-run2.json
cpp,claude-code,claude-opus-4-8,max,46dbfbf1-9ffa-4db6-a6a9-4959632d6aec,3.1.11,444,546,81.3187,453,555,81.6216,cpp-claude-code-claude-opus-4-8_max-run1.json
cpp,claude-code,claude-opus-4-8,max,866ed743-9016-4e65-ab3f-494305d79b90,3.1.11,474,546,86.8132,501,555,90.2703,cpp-claude-code-claude-opus-4-8_max-run3.json
cpp,claude-code,claude-sonnet-4-20250514,max,13dca602-0458-4abe-b03e-43057ac8885c,3.1.11,183,546,33.5165,171,555,30.8108,cpp-claude-code-claude-sonnet-4-20250514_max-run3.json
cpp,claude-code,claude-sonnet-4-20250514,max,c601a915-4078-425e-ace7-7425d4d5199a,3.1.11,173,546,31.685,162,555,29.1892,cpp-claude-code-claude-sonnet-4-20250514_max-run2.json
cpp,claude-code,claude-sonnet-4-20250514,max,f6cb9ce5-dd63-405c-9db7-bd8969d52396,3.1.11,248,546,45.4212,263,555,47.3874,cpp-claude-code-claude-sonnet-4-20250514_max-run1.json
cpp,claude-code,claude-sonnet-4-5-20250929,max,27c674c2-bf8a-420b-857b-b00a0094c164,3.1.11,224,546,41.0256,233,555,41.982,cpp-claude-code-claude-sonnet-4-5-20250929_max-run1.json
cpp,claude-code,claude-sonnet-4-5-20250929,max,782fabc4-07ee-4ad0-8c60-d02977c176a0,3.1.11,133,546,24.359,143,555,25.7658,cpp-claude-code-claude-sonnet-4-5-20250929_max-run3.json
cpp,claude-code,claude-sonnet-4-5-20250929,max,f522d2f1-ed20-422c-94ba-a45db69525e8,3.1.11,115,546,21.0623,102,555,18.3784,cpp-claude-code-claude-sonnet-4-5-20250929_max-run2.json
cpp,claude-code,claude-sonnet-4-6,max,620ce90e-7b68-4157-93e2-d10c4fe2e2b5,3.1.11,445,546,81.5018,187,555,33.6937,cpp-claude-code-claude-sonnet-4-6_max-run1.json
cpp,claude-code,claude-sonnet-4-6,max,991a7f1b-fd99-443f-bb06-ec74463d0d97,3.1.11,0,546,0.0,0,555,0.0,cpp-claude-code-claude-sonnet-4-6_max-run4.json
cpp,claude-code,claude-sonnet-4-6,max,a8c844cb-b727-42c8-82a9-d104a2bd718b,3.1.11,28,546,5.1282,131,555,23.6036,cpp-claude-code-claude-sonnet-4-6_max-run2.json
cpp,claude-code,claude-sonnet-4-6,max,ba98bc08-755b-43a6-b378-fc4407a20333,3.1.11,410,546,75.0916,427,555,76.9369,cpp-claude-code-claude-sonnet-4-6_max-run3.json
cpp,claude-code,claude-sonnet-5,max,05d697f3-6648-46e2-964c-fd0fb24a4938,3.1.11,478,546,87.5458,522,555,94.0541,cpp-claude-code-claude-sonnet-5_max-run3.json
cpp,claude-code,claude-sonnet-5,max,e8f48879-b8fb-48b5-995d-bee86e1e688a,3.1.11,486,546,89.011,519,555,93.5135,cpp-claude-code-claude-sonnet-5_max-run1.json
cpp,claude-code,claude-sonnet-5,max,eb422fe6-81af-4a57-aa6b-55d8c7930422,3.1.11,501,546,91.7582,533,555,96.036,cpp-claude-code-claude-sonnet-5_max-run2.json
cpp,codex-cli,gpt-5.2,high,2293f585-35fb-41fe-892f-792c379360b5,3.1.11,0,546,0.0,0,555,0.0,cpp-codex-cli-gpt-5.2_high-run1.json
cpp,codex-cli,gpt-5.2,high,54baef08-b7f1-4865-b525-65d2cb1c19c5,3.1.11,435,546,79.6703,468,555,84.3243,cpp-codex-cli-gpt-5.2_high-run3.json
cpp,codex-cli,gpt-5.2,high,b4efbb2d-d39a-457f-b00e-b95608c23464,3.1.11,237,546,43.4066,467,555,84.1441,cpp-codex-cli-gpt-5.2_high-run2.json
cpp,codex-cli,gpt-5.2,low,3243c407-b7c5-4785-a944-132756eb92c0,3.1.11,186,546,34.0659,190,555,34.2342,cpp-codex-cli-gpt-5.2_low-run1.json
cpp,codex-cli,gpt-5.2,low,dd85f11e-a929-4c08-a6b5-62c108e199e1,3.1.11,250,546,45.7875,262,555,47.2072,cpp-codex-cli-gpt-5.2_low-run3.json
cpp,codex-cli,gpt-5.2,low,f1292559-7e4a-4371-92ea-871640bfdb64,3.1.11,100,546,18.315,187,555,33.6937,cpp-codex-cli-gpt-5.2_low-run2.json
cpp,codex-cli,gpt-5.2,medium,1342070e-53d6-42d6-aa61-aaa862f24cac,3.1.11,388,546,71.0623,413,555,74.4144,cpp-codex-cli-gpt-5.2_medium-run1.json
cpp,codex-cli,gpt-5.2,medium,1d6cee85-9454-452e-8bb5-60062fa39a96,3.1.11,140,546,25.641,351,555,63.2432,cpp-codex-cli-gpt-5.2_medium-run3.json
cpp,codex-cli,gpt-5.2,medium,4b6c734d-ae4a-44c9-86f6-2ba34e92022b,3.1.11,224,546,41.0256,223,555,40.1802,cpp-codex-cli-gpt-5.2_medium-run2.json
cpp,codex-cli,gpt-5.2,xhigh,0950af32-2e3c-475c-b8ba-1148b4c09fa6,3.1.11,410,546,75.0916,184,555,33.1532,cpp-codex-cli-gpt-5.2_xhigh-run3.json
cpp,codex-cli,gpt-5.2,xhigh,099b14a3-92c9-46e4-8e05-5f1f1b01a049,3.1.11,206,546,37.7289,531,555,95.6757,cpp-codex-cli-gpt-5.2_xhigh-run1.json
cpp,codex-cli,gpt-5.2,xhigh,30296d33-212d-42ab-adbd-935b973f833f,3.1.11,205,546,37.5458,524,555,94.4144,cpp-codex-cli-gpt-5.2_xhigh-run2.json
cpp,codex-cli,gpt-5.3-codex,high,40f758b6-28d9-45eb-8399-594c326dddd7,3.1.11,449,546,82.2344,470,555,84.6847,cpp-codex-cli-gpt-5.3-codex_high-run1.json
cpp,codex-cli,gpt-5.3-codex,high,613cf246-b682-43b2-8298-9d2667ea73e7,3.1.11,448,546,82.0513,466,555,83.964,cpp-codex-cli-gpt-5.3-codex_high-run2.json
cpp,codex-cli,gpt-5.3-codex,high,8fd20be2-2e6c-4df8-a8ae-79e96f397a28,3.1.11,448,546,82.0513,487,555,87.7477,cpp-codex-cli-gpt-5.3-codex_high-run3.json
cpp,codex-cli,gpt-5.3-codex,low,79b2e476-404b-4353-aa0c-515ef633a965,3.1.11,90,546,16.4835,85,555,15.3153,cpp-codex-cli-gpt-5.3-codex_low-run3.json
cpp,codex-cli,gpt-5.3-codex,low,e27c7b53-6fbc-4c81-832d-9829d1936328,3.1.11,112,546,20.5128,113,555,20.3604,cpp-codex-cli-gpt-5.3-codex_low-run1.json
cpp,codex-cli,gpt-5.3-codex,low,f249dba5-73ff-4eb5-a86f-d43b5f42c3a4,3.1.11,120,546,21.978,176,555,31.7117,cpp-codex-cli-gpt-5.3-codex_low-run2.json
cpp,codex-cli,gpt-5.3-codex,medium,1129d136-c159-4d88-ac97-953f71c40826,3.1.11,263,546,48.1685,182,555,32.7928,cpp-codex-cli-gpt-5.3-codex_medium-run2.json
cpp,codex-cli,gpt-5.3-codex,medium,77d53b10-300e-4a95-b7b5-3b27b24dbb69,3.1.11,195,546,35.7143,195,555,35.1351,cpp-codex-cli-gpt-5.3-codex_medium-run3.json
cpp,codex-cli,gpt-5.3-codex,medium,c7afa6b3-d927-4b99-8702-88adac722140,3.1.11,137,546,25.0916,134,555,24.1441,cpp-codex-cli-gpt-5.3-codex_medium-run1.json
cpp,codex-cli,gpt-5.3-codex,xhigh,4a835b8b-8369-452b-a05f-aedf5507df54,3.1.11,263,546,48.1685,502,555,90.4505,cpp-codex-cli-gpt-5.3-codex_xhigh-run3.json
cpp,codex-cli,gpt-5.3-codex,xhigh,eff59281-6e4d-4332-8755-0f5767fa2299,3.1.11,439,546,80.4029,471,555,84.8649,cpp-codex-cli-gpt-5.3-codex_xhigh-run1.json
cpp,codex-cli,gpt-5.3-codex,xhigh,effcd35d-8268-4d41-8ff9-f542b83e891a,3.1.11,472,546,86.4469,187,555,33.6937,cpp-codex-cli-gpt-5.3-codex_xhigh-run2.json
cpp,codex-cli,gpt-5.4,high,81ac6eee-c652-4b3c-ac20-6f5539742e84,3.1.11,234,546,42.8571,228,555,41.0811,cpp-codex-cli-gpt-5.4_high-run3.json
cpp,codex-cli,gpt-5.4,high,8dadaec9-6e25-47f3-9929-880e0a54a8ef,3.1.11,316,546,57.8755,320,555,57.6577,cpp-codex-cli-gpt-5.4_high-run1.json
cpp,codex-cli,gpt-5.4,high,ddb7b902-b243-4e0b-95dc-849921f170de,3.1.11,253,546,46.337,477,555,85.9459,cpp-codex-cli-gpt-5.4_high-run2.json
cpp,codex-cli,gpt-5.4,medium,447fb335-74c7-4dc0-a0d0-74ec240292e3,3.1.11,221,546,40.4762,222,555,40.0,cpp-codex-cli-gpt-5.4_medium-run3.json
cpp,codex-cli,gpt-5.4,medium,7a7e73ed-b577-4cd9-ab88-6cc10d3026b3,3.1.11,198,546,36.2637,457,555,82.3423,cpp-codex-cli-gpt-5.4_medium-run2.json
cpp,codex-cli,gpt-5.4,medium,ea329013-454a-4ccc-add9-c6bddcc7dba6,3.1.11,405,546,74.1758,423,555,76.2162,cpp-codex-cli-gpt-5.4_medium-run1.json
cpp,codex-cli,gpt-5.4,xhigh,4abe9353-a9fd-45e8-8b59-29b34c0abce4,3.1.11,246,546,45.0549,502,555,90.4505,cpp-codex-cli-gpt-5.4_xhigh-run2.json
cpp,codex-cli,gpt-5.4,xhigh,a350f49a-ca0d-4197-9108-f62a7ac55ebf,3.1.11,265,546,48.5348,505,555,90.991,cpp-codex-cli-gpt-5.4_xhigh-run3.json
cpp,codex-cli,gpt-5.4,xhigh,e4bcea21-2c56-4203-b628-36abb579e927,3.1.11,266,546,48.7179,271,555,48.8288,cpp-codex-cli-gpt-5.4_xhigh-run1.json
cpp,codex-cli,gpt-5.4-mini,xhigh,0b8672ff-d09e-4715-9bd4-6314d29ec126,3.1.11,0,546,0.0,0,555,0.0,cpp-codex-cli-gpt-5.4-mini_xhigh-run1.json
cpp,codex-cli,gpt-5.4-mini,xhigh,79a1ba71-4785-453c-8eaa-36036ceda926,3.1.11,0,546,0.0,0,555,0.0,cpp-codex-cli-gpt-5.4-mini_xhigh-run2.json
cpp,codex-cli,gpt-5.4-mini,xhigh,e0f8870c-11ab-4ce7-a6bf-a17a4fb89a18,3.1.11,0,546,0.0,0,555,0.0,cpp-codex-cli-gpt-5.4-mini_xhigh-run3.json
cpp,codex-cli,gpt-5.5,high,1e65a532-b17c-4235-bc60-6b2234cd7e00,3.1.11,462,546,84.6154,469,555,84.5045,cpp-codex-cli-gpt-5.5_high-run2.json
cpp,codex-cli,gpt-5.5,high,5ec62af8-b889-44ee-9fa4-52052b85760d,3.1.11,469,546,85.8974,492,555,88.6486,cpp-codex-cli-gpt-5.5_high-run3.json
cpp,codex-cli,gpt-5.5,high,e9263f61-fae7-4b9a-b82c-aa9180c548b1,3.1.11,435,546,79.6703,452,555,81.4414,cpp-codex-cli-gpt-5.5_high-run1.json
cpp,codex-cli,gpt-5.5,medium,18ce1d42-e6ed-4a30-823e-c63d975d6d18,3.1.11,425,546,77.8388,445,555,80.1802,cpp-codex-cli-gpt-5.5_medium-run2.json
cpp,codex-cli,gpt-5.5,medium,2d740d47-987a-4bd7-96f4-b8e3d0a06d38,3.1.11,447,546,81.8681,451,555,81.2613,cpp-codex-cli-gpt-5.5_medium-run3.json
cpp,codex-cli,gpt-5.5,medium,761fe7a8-b52b-4bb5-bb41-4f74aa0d836d,3.1.11,439,546,80.4029,404,555,72.7928,cpp-codex-cli-gpt-5.5_medium-run1.json
cpp,codex-cli,gpt-5.5,xhigh,324d0dd7-3829-46f7-a6c2-c6d0ace46a50,3.1.11,489,546,89.5604,518,555,93.3333,cpp-codex-cli-gpt-5.5_xhigh-run1.json
cpp,codex-cli,gpt-5.5,xhigh,903d130a-4826-481b-9df6-048da06254b1,3.1.11,498,546,91.2088,527,555,94.955,cpp-codex-cli-gpt-5.5_xhigh-run2.json
cpp,codex-cli,gpt-5.5,xhigh,ffce5b10-f386-40aa-9b9f-db1c2e7bbe39,3.1.11,479,546,87.7289,514,555,92.6126,cpp-codex-cli-gpt-5.5_xhigh-run3.json
cpp,gemini-cli,gemini-3-flash-preview,default,1855c0df-9e5a-40cd-8753-467365b8e32b,3.1.11,264,546,48.3516,266,555,47.9279,cpp-gemini-cli-gemini-3-flash-preview_default-run1.json
cpp,gemini-cli,gemini-3-flash-preview,default,ad2075a2-c030-4be3-88aa-e812081be913,3.1.11,191,546,34.9817,266,555,47.9279,cpp-gemini-cli-gemini-3-flash-preview_default-run2.json
cpp,gemini-cli,gemini-3-flash-preview,default,e52b7e19-002a-48a3-997e-18dfa11e8c51,3.1.11,145,546,26.5568,145,555,26.1261,cpp-gemini-cli-gemini-3-flash-preview_default-run3.json
cpp,gemini-cli,gemini-3.1-pro-preview,default,0147fbd1-6ad5-4f4c-b48d-2f69b6b4a382,3.1.11,176,546,32.2344,171,555,30.8108,cpp-gemini-cli-gemini-3.1-pro-preview_default-run1.json
cpp,gemini-cli,gemini-3.1-pro-preview,default,8de2aee0-a100-4f2d-a083-3a334aef993d,3.1.11,85,546,15.5678,83,555,14.955,cpp-gemini-cli-gemini-3.1-pro-preview_default-run2.json
cpp,gemini-cli,gemini-3.1-pro-preview,default,daa1b1b7-a980-41f3-8f00-89242fa168cf,3.1.11,202,546,36.9963,183,555,32.973,cpp-gemini-cli-gemini-3.1-pro-preview_default-run3.json
cpp,opencode,openrouter/moonshotai/kimi-k2.6,default,79cf1aa9-2e2c-48db-b7fe-07c072bf1a00,3.1.11,239,546,43.7729,235,555,42.3423,cpp-opencode-openrouter-moonshotai-kimi-k2.6_default-run1.json
cpp,opencode,openrouter/moonshotai/kimi-k2.6,default,f1b392cb-079e-421d-b919-62523ea8f69e,3.1.11,315,546,57.6923,322,555,58.018,cpp-opencode-openrouter-moonshotai-kimi-k2.6_default-run2.json
js,claude-code,claude-haiku-4-5,max,32b34a88-e54d-4cdd-b4fb-1b792cd1d3a7,3.1.11,200,546,36.63,193,555,34.7748,js-claude-code-claude-haiku-4-5_max-run1.json
js,claude-code,claude-haiku-4-5,max,ee2179b1-108b-4f02-bd5b-270dca3620cb,3.1.11,151,546,27.6557,150,555,27.027,js-claude-code-claude-haiku-4-5_max-run3.json
js,claude-code,claude-haiku-4-5,max,f890022b-f73b-4353-9750-f331ff4c3c77,3.1.11,154,546,28.2051,147,555,26.4865,js-claude-code-claude-haiku-4-5_max-run2.json
js,claude-code,claude-opus-4-1-20250805,max,59bbaff2-70bb-4248-b771-dddc82a371b3,3.1.11,288,546,52.7473,178,555,32.0721,js-claude-code-claude-opus-4-1-20250805_max-run1.json
js,claude-code,claude-opus-4-1-20250805,max,6d90bb79-6ede-487a-9870-d1e3291475e7,3.1.11,322,546,58.9744,330,555,59.4595,js-claude-code-claude-opus-4-1-20250805_max-run2.json
js,claude-code,claude-opus-4-1-20250805,max,7076befb-1b79-4463-8b36-c09697b03c23,3.1.11,250,546,45.7875,171,555,30.8108,js-claude-code-claude-opus-4-1-20250805_max-run3.json
js,claude-code,claude-opus-4-20250514,max,2cd015da-7d09-4391-8223-a957b56bc247,3.1.11,274,546,50.1832,170,555,30.6306,js-claude-code-claude-opus-4-20250514_max-run1.json
js,claude-code,claude-opus-4-20250514,max,3504cf9d-5451-418b-b101-e58b25a8d2fb,3.1.11,106,546,19.4139,191,555,34.4144,js-claude-code-claude-opus-4-20250514_max-run3.json
js,claude-code,claude-opus-4-20250514,max,ee57ce07-2b17-45e9-949d-c63b0c7f7750,3.1.11,287,546,52.5641,184,555,33.1532,js-claude-code-claude-opus-4-20250514_max-run2.json
js,claude-code,claude-opus-4-5-20251101,max,202be773-60c3-4591-98bd-b7a4d887f998,3.1.11,383,546,70.1465,402,555,72.4324,js-claude-code-claude-opus-4-5-20251101_max-run2.json
js,claude-code,claude-opus-4-5-20251101,max,4175933a-e8d0-41fc-8d7c-707767d71608,3.1.11,396,546,72.5275,387,555,69.7297,js-claude-code-claude-opus-4-5-20251101_max-run1.json
js,claude-code,claude-opus-4-5-20251101,max,51345b25-0db7-479d-9f86-804bbfdd2dcc,3.1.11,321,546,58.7912,343,555,61.8018,js-claude-code-claude-opus-4-5-20251101_max-run3.json
js,claude-code,claude-opus-4-6,max,363cc337-badc-4191-932c-971bb0804946,3.1.11,424,546,77.6557,447,555,80.5405,js-claude-code-claude-opus-4-6_max-run3.json
js,claude-code,claude-opus-4-6,max,8fe21afc-edef-4ad1-9616-cac000ae7b90,3.1.11,440,546,80.5861,452,555,81.4414,js-claude-code-claude-opus-4-6_max-run1.json
js,claude-code,claude-opus-4-6,max,bba0cb80-42c9-48ef-b46e-14c8813413cf,3.1.11,448,546,82.0513,454,555,81.8018,js-claude-code-claude-opus-4-6_max-run2.json
js,claude-code,claude-opus-4-7,max,5663499f-3a27-4760-8c7d-f830551bdfe0,3.1.11,481,546,88.0952,489,555,88.1081,js-claude-code-claude-opus-4-7_max-run3.json
js,claude-code,claude-opus-4-7,max,ac003b1e-607d-45b0-8fd1-cf331dbbd0d2,3.1.11,459,546,84.0659,494,555,89.009,js-claude-code-claude-opus-4-7_max-run1.json
js,claude-code,claude-opus-4-7,max,eb50b8d7-b79b-489c-94bb-37f9e499c7c0,3.1.11,475,546,86.9963,515,555,92.7928,js-claude-code-claude-opus-4-7_max-run2.json
js,claude-code,claude-opus-4-8,max,770f6963-0db2-4ee7-b8ba-29fbde009d1a,3.1.11,475,546,86.9963,512,555,92.2523,js-claude-code-claude-opus-4-8_max-run3.json
js,claude-code,claude-opus-4-8,max,a32b779c-0798-4989-a77a-8cfd0e96fcdd,3.1.11,466,546,85.348,504,555,90.8108,js-claude-code-claude-opus-4-8_max-run1.json
js,claude-code,claude-opus-4-8,max,e826c8f1-3285-4a25-be63-a91cb03fc368,3.1.11,481,546,88.0952,492,555,88.6486,js-claude-code-claude-opus-4-8_max-run2.json
js,claude-code,claude-sonnet-4-20250514,max,27737291-013c-405a-a7fa-1fc4c287228b,3.1.11,222,546,40.6593,6,555,1.0811,js-claude-code-claude-sonnet-4-20250514_max-run1.json
js,claude-code,claude-sonnet-4-20250514,max,47fb7ee3-5f27-4bd5-b361-a6bb054cb6de,3.1.11,182,546,33.3333,184,555,33.1532,js-claude-code-claude-sonnet-4-20250514_max-run2.json
js,claude-code,claude-sonnet-4-20250514,max,e24c04e4-8777-469f-b50f-3854961c5027,3.1.11,166,546,30.4029,184,555,33.1532,js-claude-code-claude-sonnet-4-20250514_max-run3.json
js,claude-code,claude-sonnet-4-5-20250929,max,09e00bc1-6b42-462d-aa37-0b15379740e4,3.1.11,290,546,53.1136,185,555,33.3333,js-claude-code-claude-sonnet-4-5-20250929_max-run1.json
js,claude-code,claude-sonnet-4-5-20250929,max,98d0e3f0-25cd-4e1d-8b33-bea4bf029246,3.1.11,235,546,43.0403,235,555,42.3423,js-claude-code-claude-sonnet-4-5-20250929_max-run2.json
js,claude-code,claude-sonnet-4-5-20250929,max,eb719573-43be-41ee-b479-0a8f25a9454f,3.1.11,237,546,43.4066,238,555,42.8829,js-claude-code-claude-sonnet-4-5-20250929_max-run3.json
js,claude-code,claude-sonnet-4-6,max,054dd817-5a73-4574-acd5-b3c87b09314d,3.1.11,436,546,79.8535,438,555,78.9189,js-claude-code-claude-sonnet-4-6_max-run3.json
js,claude-code,claude-sonnet-4-6,max,7fe3ee0e-7293-488a-afd4-251b87103475,3.1.11,230,546,42.1245,224,555,40.3604,js-claude-code-claude-sonnet-4-6_max-run2.json
js,claude-code,claude-sonnet-4-6,max,c3ee3164-ad94-4574-95e9-52bd9f991f9e,3.1.11,407,546,74.5421,432,555,77.8378,js-claude-code-claude-sonnet-4-6_max-run1.json
js,claude-code,claude-sonnet-5,max,4fff6666-11fd-416f-ab87-4306339e4361,3.1.11,472,546,86.4469,525,555,94.5946,js-claude-code-claude-sonnet-5_max-run1.json
js,claude-code,claude-sonnet-5,max,dcadaa61-4b16-4bd6-853d-8ec0c243fcd6,3.1.11,475,546,86.9963,515,555,92.7928,js-claude-code-claude-sonnet-5_max-run2.json
js,claude-code,claude-sonnet-5,max,fd81d3cc-ecca-41a0-ad4a-c82d1af8ee9c,3.1.11,461,546,84.4322,494,555,89.009,js-claude-code-claude-sonnet-5_max-run3.json
js,codex-cli,gpt-5.2,high,0a83b857-d2e2-494c-b129-61d9b1679f16,3.1.11,264,546,48.3516,500,555,90.0901,js-codex-cli-gpt-5.2_high-run1.json
js,codex-cli,gpt-5.2,high,67085797-80d8-419b-85dd-396aa859ad04,3.1.11,201,546,36.8132,501,555,90.2703,js-codex-cli-gpt-5.2_high-run2.json
js,codex-cli,gpt-5.2,high,b5d51ea8-5416-407c-a62e-9c4efb94e485,3.1.11,453,546,82.967,443,555,79.8198,js-codex-cli-gpt-5.2_high-run3.json
js,codex-cli,gpt-5.2,low,29d5523e-cfbc-44fb-b62f-7208ef70b89f,3.1.11,287,546,52.5641,262,555,47.2072,js-codex-cli-gpt-5.2_low-run2.json
js,codex-cli,gpt-5.2,low,53a73e95-31e9-4a21-8061-ae8bad0f425d,3.1.11,277,546,50.7326,290,555,52.2523,js-codex-cli-gpt-5.2_low-run1.json
js,codex-cli,gpt-5.2,low,ebf6f5fa-b8da-4802-9931-ddfad52dfbb6,3.1.11,231,546,42.3077,253,555,45.5856,js-codex-cli-gpt-5.2_low-run3.json
js,codex-cli,gpt-5.2,medium,26176890-e00d-433e-9cc2-aca1599b7fcf,3.1.11,332,546,60.8059,313,555,56.3964,js-codex-cli-gpt-5.2_medium-run3.json
js,codex-cli,gpt-5.2,medium,b2f762f6-a5fa-4dd0-a37c-ec92895e37ee,3.1.11,14,546,2.5641,1,555,0.1802,js-codex-cli-gpt-5.2_medium-run2.json
js,codex-cli,gpt-5.2,medium,b4f39d24-2f3d-4d23-905b-a4acd354c9c8,3.1.11,196,546,35.8974,192,555,34.5946,js-codex-cli-gpt-5.2_medium-run1.json
js,codex-cli,gpt-5.2,xhigh,27aca3b8-68aa-43b6-98b2-c589cee4acf5,3.1.11,277,546,50.7326,530,555,95.4955,js-codex-cli-gpt-5.2_xhigh-run2.json
js,codex-cli,gpt-5.2,xhigh,b5cd4464-91e2-444c-bb72-14b1ca4a36da,3.1.11,256,546,46.8864,187,555,33.6937,js-codex-cli-gpt-5.2_xhigh-run1.json
js,codex-cli,gpt-5.2,xhigh,f5176c57-c853-4dae-9cc5-968e9e17ad7e,3.1.11,215,546,39.3773,207,555,37.2973,js-codex-cli-gpt-5.2_xhigh-run3.json
js,codex-cli,gpt-5.3-codex,high,02a2cd58-4789-43e3-be86-0476bdb60229,3.1.11,472,546,86.4469,482,555,86.8468,js-codex-cli-gpt-5.3-codex_high-run2.json
js,codex-cli,gpt-5.3-codex,high,7544923e-d4e5-4e73-bcc1-6aae2c654781,3.1.11,421,546,77.1062,440,555,79.2793,js-codex-cli-gpt-5.3-codex_high-run3.json
js,codex-cli,gpt-5.3-codex,high,82eb2a79-4daa-48e5-a9fa-b06f7f1d8db3,3.1.11,443,546,81.1355,430,555,77.4775,js-codex-cli-gpt-5.3-codex_high-run1.json
js,codex-cli,gpt-5.3-codex,low,1eaaaa7b-0a16-4eaa-b4b4-86b05dc35a7a,3.1.11,175,546,32.0513,183,555,32.973,js-codex-cli-gpt-5.3-codex_low-run2.json
js,codex-cli,gpt-5.3-codex,low,52f2f39e-9e22-4ff3-b76d-b968a41d0351,3.1.11,136,546,24.9084,183,555,32.973,js-codex-cli-gpt-5.3-codex_low-run1.json
js,codex-cli,gpt-5.3-codex,low,e15acf5b-312e-4edd-acb3-b73ec3528e4d,3.1.11,11,546,2.0147,4,555,0.7207,js-codex-cli-gpt-5.3-codex_low-run3.json
js,codex-cli,gpt-5.3-codex,medium,5706f702-f633-47c8-abe9-090223883a6f,3.1.11,252,546,46.1538,262,555,47.2072,js-codex-cli-gpt-5.3-codex_medium-run2.json
